FEN;move;first_eval;is_capture;move_impact
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;25;69
r2bqr1k/p2b3p/3p1p2/1p1PpP2/n1p1P1BN/2PnB1N1/PPR3P1/3Q1RK1 b - - 2 27;a4b2;True;-45;70
r1b2rk1/p2n1ppp/1p1Rp3/8/2B5/1PN1PN2/1Pn2PPP/R5K1 w - - 6 21;a1a2;False;118;54
r2bqr1k/p2b3p/3p1p2/1p1PpP2/2p1P1BN/2PnBQN1/PnR3P1/5RK1 b - - 1 28;d8b6;False;-70;109
r3qr1k/p2b3p/1b1p1p2/1p1PpP2/2p1P1BN/2PnBQN1/PnR3PK/5R2 b - - 3 29;f8g8;False;20;67
kr6/pr2q3/2ppbp2/1n2p1p1/N2PP1P1/1P1QP3/2P3R1/1NKR4 b - - 12 43;b7d7;False;3;156
kr6/p2rq3/2ppbp2/1n2p1p1/N2PP1P1/1PNQP3/2P3R1/2KR4 b - - 14 44;b5c7;False;-76;154
3r2k1/5ppp/4p3/1R6/P7/4P3/2r2PPP/R5K1 w - - 3 33;h2h3;False;227;214
3r2k1/5p1p/4p3/1R4p1/P7/4P2P/2r2PP1/R5K1 w - - 0 34;b5b1;False;336;312
kr4b1/p1nrq3/3p1p2/3Pp1p1/N1Q3P1/1PN1P3/2P3R1/2KR4 b - - 2 47;b8c8;False;-219;84
r3b1rk/p3q2p/1b1p1p1B/1pnPpP1N/2p1P2N/2Pn1B1Q/P3R1PK/5R2 b - - 13 34;c5d7;False;134;100
r2qkbnr/1ppb1ppp/p1np4/4p3/3PP3/1B3N2/PPP2PPP/RNBQK2R b KQkq - 2 6;f8e7;False;-7;69
kr4b1/p1nrq3/3p1p2/3Pp1p1/N1Q1P1P1/1PN5/1KP3R1/3R4 b - - 0 49;d7d8;False;-305;220
r3b1rk/3nq2p/1b1p1p1B/p2PpP1N/1pp1P3/2PnNBPQ/P3R2K/5R2 b - - 1 37;a8c8;False;276;103
2r1b1rk/3nq2p/1b1p1p1B/p2PpP1N/1pp1P3/2Pn1BPQ/P3R2K/3N1R2 b - - 3 38;b4c3;True;250;65
2r1b1rk/3nq2p/1b1p1p1B/p2PpP1N/2p1P3/2Nn1BPQ/P3R2K/5R2 b - - 0 39;b6d4;False;219;74
2r1b1rk/3nq2p/3p1p2/p2PpP1N/2pbP3/2Nn1BPQ/P2BR2K/5R2 b - - 2 40;d7c5;False;218;64
5bk1/2p3pp/p3q3/1p1rP2P/3pQP2/3P4/PP4R1/1KB5 b - - 6 33;c7c6;False;-121;57
kr6/p1n1q2b/3p1R2/3Pp1p1/N1Q1P1P1/1PN5/1KP5/8 b - - 0 53;e7f6;True;-405;166
5bk1/6pp/p1p1q3/1p1rP2P/3pQP2/3P4/PP2R3/1KB5 b - - 1 34;e6g4;False;-118;135
1r4rk/4q2p/3p1p2/p1nPpP1B/2pbP2Q/3n2P1/P2BR2K/3N1R2 b - - 2 43;c5a4;False;126;59
3r2k1/4b1pp/R3P3/1p5q/3pQP2/3P4/PP6/1KB5 b - - 0 38;h5e8;False;-126;158
1r4rk/4q2p/3p1p2/B2PpP1B/n1pbP2Q/3n2P1/P3R2K/3N1R2 b - - 0 44;b8a8;False;200;112
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;29;78
r5rk/4q2p/3p1p2/3PpP1B/n2bP2Q/2Bn2P1/P3R2K/3N1R2 b - - 0 46;a4c3;True;254;145
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;29;71
r1bqk2r/1pp1n1pp/p1pb1p2/8/3QP3/2N1B3/PPPN1PPP/R3K2R b KQkq - 4 9;c6c5;False;17;50
2r4k/4q2p/1R1p1pB1/3PpP2/4P2Q/2r3PK/8/8 b - - 8 55;c8d8;False;265;265
r1bqk2r/2p1n1pp/p2b1p2/1pp5/4P3/2N1B3/PPPNQPPP/R3K2R b KQkq - 1 11;c5c4;False;63;138
3Bk3/2pr2pp/1b2p3/1p2p3/1P3n2/1NP1nP2/1K4PP/R3NR2 b - - 6 27;e3f1;True;184;65
r1bqk2r/2p1n1pp/p2b1p2/1p5Q/2p1P3/2N1B3/PPPN1PPP/R3K2R b KQkq - 1 12;g7g6;False;-54;108
r1bqk2r/2p1n2p/p2b1ppQ/1p6/2p1P3/2N1B3/PPPN1PPP/R3K2R b KQkq - 1 13;e8f7;False;-14;108
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;30;65
5rk1/4qppp/p1r5/2nR4/2N5/2p1PP2/PP3P1P/1Q3RK1 w - - 2 24;f1d1;False;113;100
8/p6p/3kn3/1P1pp1pb/P4p2/2KNPP2/2N3PP/8 w - - 0 40;e3e4;False;-56;128
r1b2q1r/2p1nk1p/p2b1pp1/1p6/2p1PP1Q/2N1B3/PPPN2PP/R3K2R b KQ - 2 15;e7c6;False;-115;71
5rk1/4qppp/p6r/2nR4/2N5/2p1PP2/PP3P1P/1Q1R1K2 w - - 6 26;c4d6;False;107;50
r1b2q1r/2p2k1p/p1nb1pp1/1p1N4/2p1PP1Q/4B3/PPPN2PP/R3K2R b KQ - 4 16;f6f5;False;-172;63
8/p3k2p/4n3/1P2p1p1/P1N1bp2/2KN4/6PP/8 w - - 2 44;g2g3;False;-108;182
r1b2Qkr/2p4p/p1nb2p1/1p1N1p2/2p1PP2/4B3/PPPN2PP/R3K2R b KQ - 0 18;d6f8;True;-93;77
8/p3k2p/8/1P2p1p1/n1N5/6P1/4K3/8 w - - 0 48;c4e5;True;-229;63
8/5n1p/8/p3k1pK/N5P1/8/8/8 w - - 10 60;a4c3;False;-445;125
8/7p/3n4/p5pK/N3k1P1/8/8/8 w - - 14 62;a4b6;False;-200;188
r2q1rk1/1b1nbppp/p3p3/P2n2B1/1p1P4/1Q3N2/1P1NBPPP/R3K2R w KQ - 1 16;g5e3;False;18;58
8/7p/3n4/p2N2pK/6P1/6k1/8/8 w - - 18 64;d5b6;False;-385;161
r3rbk1/1p3ppp/p1ppb3/q3n3/4P3/1PN1BPQ1/1PP1N1PP/3R1RK1 b - - 5 19;e6d7;False;4;68
1rbb3r/5k2/p1n3pp/1p1NPp2/2p2P1P/4BN2/PPP3P1/2KR3R b - - 0 24;h8g8;False;-183;53
6k1/p2n1pp1/1p1q3p/4p3/8/P1N1P1P1/1P2QP1P/6K1 w - - 1 29;e2c4;False;103;82
r1b1k2r/ppp2ppp/2n5/3qP3/1b4n1/2NP1N2/PPP3PP/R1BQKB1R w KQkq - 2 8;c1d2;False;171;88
r4rk1/1bbnq1pp/p3pp2/P2n4/1pNP4/1Q3N2/1P1BBPPP/R3K2R w KQ - 2 20;c4e3;False;54;52
r1b1k2r/ppp2ppp/2n5/4P3/1b2N1n1/3PqN2/PPPB2PP/R2QKB1R w KQkq - 6 10;d1e2;False;67;78
rnbqk2r/pp3ppp/4pn2/2bp4/4P3/3B4/PPPN1PPP/R1BQK1NR w KQkq - 0 6;d2b3;False;4;107
6k1/p4pp1/1p1q3p/3Np1n1/1PQ5/P3P1P1/5P1P/6K1 w - - 3 32;g1g2;False;98;56
r3rbk1/3b1ppp/p1np4/2B5/1p2PP2/1P4QP/qPP1N1P1/1N1R1RK1 b - - 0 25;e8e4;True;100;254
r4bk1/3b1ppp/p1np4/2B5/4NP2/1P4QP/1qP3P1/3R1RK1 b - - 0 28;b2c2;True;-235;134
1r1r1nk1/1bb1q1pp/p3pp2/P2n4/1pBP4/1Q2NN2/1P1B1PPP/R4RK1 w - - 8 23;f1e1;False;83;86
rn2k2r/pp3ppp/1bb1pn2/3q4/8/1N1B1N2/PPP2PPP/R1BQ1RK1 w kq - 4 10;c1e3;False;36;77
r3k2r/pp1n1ppp/1bb1pn2/3q4/8/1N1BBN2/PPP2PPP/R2Q1RK1 w kq - 6 11;f1e1;False;25;62
6r1/5k2/3Bb1pp/1r2Pp2/pp1R1P1b/1Pp1N3/P1P1R1P1/2K5 b - - 1 33;a4b3;True;55;76
r3k2r/pp1n1ppp/1bb1pn2/7q/8/1N1BBN2/PPP2PPP/R2QR1K1 w kq - 8 12;e3b6;True;45;82
2r2b1k/5ppp/p7/4P3/2q5/5Q1P/6P1/3R1R1K b - - 1 35;a6a5;False;-188;92
6r1/5k2/3Bb1pp/1r2Pp2/1p1R1P1b/1Pp1N3/P3R1P1/2K5 b - - 0 34;h4e7;False;-23;101
2r2b1k/3R1ppp/8/p3P3/2q5/5Q1P/6P1/5R1K b - - 1 36;a5a4;False;-276;125
2rqbrk1/pp2b1pp/2n1pn2/3p4/3P4/2N1BNP1/PP3PBP/R2Q1RK1 w - - 6 15;a1c1;False;78;112
1r5k/3q2pp/p1br1pn1/P2np3/1pBP4/1Q4P1/1PNBRPP1/4R1K1 w - - 4 33;c2b4;True;30;141
8/5k2/2N1b2p/1r2Pp2/3R2r1/1Pp5/P3R1P1/2K5 b - - 2 40;h6h5;False;-227;92
1r5k/3q2pp/p1b2pn1/P3p3/1BBr4/1Q4P1/1P2RPP1/4R1K1 w - - 0 35;b3c3;False;-27;264
2rq1rk1/pp2b1pp/4pn2/n2p4/3P4/1QN1BBP1/PP3P1P/2R2RK1 w - - 1 18;b3b5;False;53;194
rnr3k1/5ppp/2pRpn2/1p6/3N4/2P5/PP2BPPP/R5K1 w - - 3 21;d4b3;False;29;133
rnb1k2r/pp1pbppp/1qp5/3nP3/2B1Q3/5N2/PPP2PPP/RNB1K2R w KQkq - 4 8;c4d5;True;190;103
1nr2k2/5ppp/2pR4/1p1p4/r2N4/2P5/PP3PPP/R5K1 w - - 2 25;a1e1;False;0;148
8/p1nk1ppp/1pp5/2P5/PP1P4/3K1B2/6PP/8 w - - 1 31;c5b6;True;124;101
4k3/5ppp/2nR4/1p1p4/r7/2P5/PP3PPP/6K1 w - - 0 28;g2g3;False;-11;333
3qn1k1/1p2b1pp/p1r1pr2/n2p4/3P1BB1/2N3P1/PP2QP1P/2R2RK1 w - - 6 22;f4g5;False;241;122
3r3k/1q4pp/p4pn1/P1B1p3/2B5/2Q3P1/1P3P2/6K1 w - - 4 41;c4e2;False;-182;61
8/8/8/5p2/1k4r1/1P6/1K3RP1/8 b - - 6 57;g4e4;False;-5;62
r1bqk2r/ppp2ppp/2nb1n2/4p3/3pPP2/3P1N2/PPP1N1PP/R1BQKB1R w KQkq - 4 7;c2c3;False;33;62
8/8/8/1k1r1p2/8/KP3RP1/8/8 b - - 6 61;b5a5;False;-16;52
r1b1r1k1/pp1pbppp/n3q3/3NP3/2P5/1Q3N2/PP3PPP/R1B2RK1 w - - 1 15;c1e3;False;271;81
8/8/8/1k1r1p2/1P6/1K3RP1/8/8 b - - 2 63;b5b6;False;-42;112
2r4k/1q4p1/pB3p1p/P7/1P1Qp3/3n2P1/4BP2/6K1 w - - 0 46;g1h2;False;-232;61
8/8/2k5/3r1p2/1PK5/1R4P1/8/8 b - - 6 65;d5e5;False;-38;58
7k/1q4p1/pB3p1p/P3n3/1P2p3/2r3P1/4BP1K/3Q4 w - - 4 48;d1d6;False;-243;50
8/8/1k1K4/1P3p2/8/5RP1/8/4r3 b - - 8 70;b6b5;True;-201;286
7k/1q4p1/pB1Q1p1p/P7/1P2p3/2r2nP1/4BP1K/8 w - - 6 49;h2g2;False;-274;102
r3k2r/1p1bq1p1/1bp2p2/p2np3/P3N2p/2PP3P/1PBB1PP1/R3QR1K b kq - 1 19;g7g5;False;13;58
r1b2rk1/ppp2pp1/1bn2qnp/4p3/B3P3/2PP1N1P/P2BQPP1/R3KN1R b KQ - 0 13;g6f4;False;102;61
r1bqkb1r/pppp2pp/2n2pn1/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 2 6;a7a6;False;-50;64
r1br2k1/ppp2pp1/1bn2q1p/8/B2PPp2/2P2N1P/P2Q1PP1/R3KN1R b KQ - 0 16;b6a5;False;293;65
r3k2r/1pbbq3/2p2p2/2P1p3/Pp1PN1Pp/8/1PB2PP1/R3QR1K b kq - 0 24;d7g4;True;-81;59
r1bq1rk1/pp1nb1pp/2p1pp2/2PpB2n/3P4/2NBPN2/PP3PPP/R2QK2R w KQ - 0 10;e5g3;False;75;124
r1bqkb1r/3p2pp/p1p2pn1/np1Pp3/4P3/2N1BN2/PPP1BPPP/R2Q1RK1 b kq - 0 10;c6c5;False;-102;58
r1bq1rk1/pp1nb1pp/2p1p3/2Pp1p1n/3P4/2NBPNB1/PP3PPP/R2QK2R w KQ - 0 11;f3g5;False;41;184
r1bqkb1r/3p2pp/p2n1pn1/1pB1p3/1P2P3/2N2N2/P1P1BPPP/R2Q1RK1 b kq - 0 13;d8c7;False;-111;127
r1bq1rk1/p3b1np/1pp1p1p1/2PpBpN1/N2Pn1P1/3BP2P/PP3P2/R2QK2R w KQ - 3 16;g5e4;True;-2;66
r1bq1rk1/p3b1np/1pp1p1p1/2PpB3/N2Pp1P1/3BP2P/PP3P2/R2QK2R w KQ - 0 17;d3e2;False;-37;53
r1bqnrk1/p3b2p/1pp1p1p1/2PpB3/N2Pp1P1/4P2P/PP2BP2/R2QK2R w KQ - 2 18;d1b3;False;44;85
r1bq1rk1/1pb3p1/1pp1n2p/4pp2/1PP5/1B1P1NN1/P2Q1PPP/2R2R1K b - - 1 20;f5f4;False;118;72
2k3r1/1p6/2pPb3/4p3/P7/5Prp/1PBR1RPK/8 b - - 5 36;c8d7;False;97;72
q1b1kb1r/3p2pp/p4pn1/1pP1p3/P7/5N2/2P1BPPP/R2Q1RK1 b k - 0 18;b5b4;False;43;53
r1bqnrk1/4b2p/2p1p1p1/ppPpB3/3Pp1P1/1QN1P2P/PP2BP2/R3K2R w KQ - 0 20;e2d1;False;-2;182
6b1/1p1k4/2pP4/1P2p3/P7/5r2/2BR3K/8 b - - 0 40;g8d5;False;224;58
r1bqnrk1/7p/2p1p1p1/ppPpB3/3Pp1Pb/1QN1P2P/PP3P2/R2BK2R w KQ - 2 21;h1h2;False;-68;88
r1bq1r1k/1pb3p1/1pp4p/4p3/1PPnNp2/1B1P1N2/P2Q1PPP/2R2R1K b - - 7 24;c8f5;False;208;128
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/2N2N2/PPQ1PPPP/R1B1KB1R w KQ - 6 6;e2e4;False;29;105
4k2r/1q1p2pp/p4pn1/2b1p3/Pp4Q1/8/2PN1PPP/R4RK1 b k - 1 22;b7c6;False;73;58
4k2r/3p2pp/p1q2pn1/2b1p3/Pp2N1Q1/8/2P2PPP/R4RK1 b k - 3 23;c5d4;False;412;262
r1bq1rk1/ppp1bppp/2n1pn2/8/2PPN3/5N2/PPQ2PPP/R1B1KB1R w KQ - 1 8;c1e3;False;-47;80
r2q2k1/pp2b1r1/3pP3/5Qpp/6n1/1BN5/PP3PPP/3RR1K1 w - - 0 25;c3e4;False;525;122
r4r1k/1pb3p1/1pp4p/4pb2/1PPqNp2/1B1P1P2/P2Q2PP/2R2R1K b - - 0 26;c6c5;False;134;90
r4r1k/1pb5/1p5p/1Pp1pbp1/2PqNpP1/1B1P1P2/P2Q3P/2R2R1K b - g3 0 28;f5g6;False;116;53
r2q1rk1/ppp1b1pp/2n5/4P3/2P2pb1/3Q1N2/PP1B1PPP/R3KB1R w KQ - 1 13;d3b3;False;52;139
r2q1rk1/ppp1b1pp/8/4P3/2Pn1pb1/1Q3N2/PP1B1PPP/R3KB1R w KQ - 3 14;b3d1;False;-97;134
r4r1k/1pb5/1p4bp/1Pp1p1p1/2PqNpP1/1B1P1P2/P2Q2KP/2R2R2 b - - 2 29;h8g7;False;91;55
r2q2k1/ppp1b1pp/8/4r3/2Pn1p2/3B1P2/PP1B1P1P/R2QK2R w KQ - 0 17;d3e4;False;-52;76
rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQ - 1 6;d1b3;False;34;78
r1b2rk1/ppqn1ppp/4p3/8/2P5/3BQN2/PP3PPP/2KRR3 w - - 2 15;f3e5;False;105;61
1r4k1/p3r1pp/5b2/2p5/q1PnBp2/2BQ1P2/PP3P1P/1K1R3R w - - 3 24;h1e1;False;173;121
1r5k/p5pp/1r3b2/2pB4/q1PnRp2/2BQ1P2/PP3P1P/1K2R3 w - - 11 28;b1c1;False;127;89
1r5k/6pp/pr3b2/2pB4/q1PnRp2/2BQ1P2/PP3P1P/2K1R3 w - - 0 29;h2h4;False;127;51
r1b2r1k/p3q1pp/2p1p3/2pnNp2/3Pp3/4P3/PP1QBPPP/R3K2R w KQ - 0 17;e5c6;True;31;96
5r1k/6pp/1r3b1P/p1pB4/2PnRp2/2BQ1P2/qP3P2/2K1R3 w - - 0 32;e4f4;True;120;63
1r5k/6pp/1r3b1P/p1pB4/2Pn1R2/2BQ1P2/qP3P2/2K1R3 w - - 1 33;h6g7;True;122;115
r4rk1/pb1n2pp/3q1n2/1Ppp1p2/8/2NNP3/P3BPPP/2RQ1RK1 w - - 0 17;d3f4;False;22;70
5r1k/6b1/7p/p1pB4/2PnRP2/3QK3/1q3P2/7R w - - 0 40;e4e5;False;0;284
4r1k1/pQ3p2/5n1p/2Pp2pq/1P5r/P3B3/5PPN/R2R2K1 w - - 1 25;f2f3;False;-226;73
1r5k/6b1/7p/p1pBR3/2Pn1P2/3QK3/1q3P2/7R w - - 2 41;d5e4;False;-6;65
1r5k/8/7p/p1p1b3/2PnBP2/3QK3/1q3P2/7R w - - 0 42;h1h6;True;-56;437
3r1r1k/p3q1pp/4p3/4N3/3Pbp2/4n3/PP1QBRPP/2R3K1 w - - 0 25;f2f4;True;-13;100
rnbqkbnr/ppp2p1p/8/3pN3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq - 0 6;e4d5;True;31;108
3r3k/p5pp/4p3/4N3/3Pbr1q/4Q3/PP2B1PP/2R3K1 w - - 1 27;e2f3;False;-18;104
3r3k/p5pp/4pq2/8/3P1r2/4QN2/PP4PP/2R3K1 w - - 1 29;c1c6;False;-80;58
rnb1kbnr/ppp2p1p/4q3/4N3/3P3P/5p2/PPP1Q3/RNB1KB1R w KQkq - 0 10;e2f3;True;108;106
2rq1r1k/1b1n3p/pp3b2/2P3pN/4p1p1/1Q2P1B1/PP3PPP/2RR2K1 w - - 2 22;b3e6;False;198;142
3r3k/p5pp/4R3/8/3P1r2/5N1P/q5P1/4Q1K1 w - - 0 33;e1e5;False;-175;55
2r3k1/5p2/1P1n3p/3p2p1/6K1/5P2/6P1/1R6 w - - 3 38;g4h5;False;-369;100
5r1k/p5pp/4R3/5q2/3P1r2/4QN1P/6PK/8 w - - 6 36;e6e5;False;-86;121
2b5/p1r2r1k/5n2/1P1pqp1p/Q1p2Np1/4P3/P4PPP/2RR1BK1 w - - 2 28;d1d4;False;123;122
2k2bnr/ppp2p1p/4bq2/8/2N4P/4BQ1B/PPP5/2KR4 w - - 1 19;h3e6;True;445;233
2k2bnr/ppp4p/4qp2/8/2NB3P/5Q2/PPP5/2KR4 w - - 0 21;f3b3;False;354;214
r1qnk2r/pppbb1pp/3p1pn1/3Np3/2BPP3/P4N1P/1PP2PPK/R1BQ1R2 b kq - 6 11;e7f8;False;-74;60
r1q1kb1r/pp1b2pp/2ppnpn1/4p3/2BPP3/P1N1B2P/1PP2PPK/R2Q1RN1 b kq - 1 14;f8e7;False;-16;77
r1bq1rk1/pppp1ppp/2n2n2/4P3/1bB2p2/2N2N2/PPPP2PP/R1BQ1RK1 b - - 0 7;f6e8;False;-9;61
r1bqnrk1/pppp1ppp/2n5/3NP3/1bB2p2/5N2/PPPP2PP/R1BQ1RK1 b - - 2 8;b4a5;False;-60;100
2k3nr/pp5p/2p1qp1b/N7/3B3P/5Q2/PPP5/1K1R4 w - - 0 25;f3h5;False;411;158
5r1k/p5p1/7p/8/7P/4r1PK/2Q5/8 w - - 3 48;h4h5;False;-66;76
r3k2r/ppqbb1pp/2ppnpn1/3Pp3/2B1P3/P1N1B2P/1PP1NPPK/R2Q1R2 b kq - 0 16;e6d8;False;-127;65
2k3nr/p6p/1pp1qp1b/N6Q/3B3P/8/PPP5/1K1R4 w - - 0 26;a5b3;False;280;217
r1bqnrk1/ppp2ppp/2np4/b2NP3/2BP1B2/5N2/PPP3PP/R2Q1RK1 b - - 0 10;c8g4;False;-144;76
2k3nr/p6p/1ppbqp2/7Q/3B3P/1N6/PPP5/1K3R2 w - - 4 28;a2a4;False;159;70
8/p2rrb1k/8/1P1pqpn1/PQpR1Np1/4P1Pp/5P1P/3B1RK1 w - - 11 38;g1h1;False;-18;54
8/p2rrbk1/8/1P1pqpn1/PQpR1Np1/4P1Pp/5P1P/3B1R1K w - - 13 39;a4a5;False;-31;89
r2q1rk1/ppp2ppp/2n5/b2N4/3P1Bbn/1BP2N2/PP4PP/R3QRK1 b - - 2 14;g4f3;True;-28;66
r3kb1r/ppq2npp/3p1pn1/1NpPpN1Q/4P3/P3B2P/1PP2PPK/R4R2 b kq - 0 21;c7b6;False;-74;118
6nr/p1k4p/1p1b1p2/P1p4Q/7P/1NB4q/1PP5/1K3R2 w - - 1 31;f1d1;False;403;188
r6k/6p1/7p/p6P/Q5PK/4r3/8/8 w - - 17 60;a4c6;False;-168;65
r2q1rk1/ppp2ppp/2n5/b7/3P1N2/1BP2PQ1/PP5P/R4RK1 b - - 0 17;c6e7;False;-66;79
r2q1rk1/ppp1nppp/8/b7/3P1N2/1BP2PQ1/PP5P/4RRK1 b - - 2 18;c7c6;False;-70;64
r1bqk2r/pppp1ppp/2n5/1B2P3/1b1Pn3/5N2/PP3PPP/RNBQ1K1R b kq - 2 8;d8e7;False;-18;74
r2qk2r/4bn1p/p2p1pp1/1ppPp2n/1P2P3/P1N1B1PP/2P1QPNK/R4R2 b kq - 3 29;h5g7;False;-61;69
r1b1k2r/ppppq1pp/2n5/1B2Pp2/1b1Pn2P/5N2/PPQ2PP1/RNB2K1R b kq - 0 10;b4a5;False;-55;66
r4rk1/1p2npp1/ppn1bq1p/3pp3/PP2P3/1BPPBN2/5PPP/R2Q1RK1 b - - 1 14;d5d4;False;19;64
r1b1k2r/ppppq1pp/2n5/bB2Pp2/3Pn2P/P4N2/1PQ2PP1/RNB2K1R b kq - 0 11;a5b6;False;22;116
r4rk1/1p2npp1/ppn1Bq1p/8/PP1pP3/3PBN2/5PPP/R2Q1RK1 b - - 0 16;f7e6;True;21;69
r1b1k2r/ppppq1pp/1bn5/1B2Pp2/3Pn2P/P3BN2/1PQ2PP1/RN3K1R b kq - 2 12;e8g8;False;-65;78
r2qr2k/ppp2pp1/2np3p/3b2N1/4BQ1P/2B5/PPP2PP1/2K4R b - - 1 17;f7f6;False;0;353
r1b2r1k/ppppq1pp/1bn5/4Pp1P/2BPn3/P3BN2/1PQ2PP1/RN3K1R b - - 0 14;e7e8;False;-56;114
r1b1qr1k/pppp2pp/1bn5/4Pp1P/2BPn3/P3BN2/1P2QPP1/RN3K1R b - - 2 15;c6e7;False;-63;125
r5k1/1p4p1/2n1pqnp/1p6/1P1pP3/1Q1P4/3B1PPP/4NRK1 b - - 1 21;g6f8;False;19;72
r2b1rk1/2q2nnp/p2p1pp1/3Pp3/R3P3/2N3PP/2PBQPNK/1R6 b - - 0 35;a6a5;False;-59;59
r4nk1/1p2q1p1/2n1p2p/1p6/1P1pPP2/1Q1P4/2NB2PP/5RK1 b - - 2 23;g8h7;False;-45;52
r1b1qr1k/ppp1n1pp/1b1p4/4Pp1P/2BPnB2/P1N2N2/1P2QPP1/R4K1R b - - 1 17;c8d7;False;-142;66
8/p2r1r2/P3b3/KP1pk3/2pRp1p1/2N1P1Pp/1R3P1P/8 w - - 21 60;c3a4;False;214;195
r3qr1k/pppbn1pp/1b1p4/4Pp1P/2BPnB2/P1N2N2/1P2QPP1/4RK1R b - - 3 18;d7c6;False;-132;82
r2b1rk1/4qnnp/3p2p1/pQ1Ppp2/2R1P3/2N1B1PP/2P2PNK/1R6 b - - 3 38;e7e8;False;134;208
r3qr1k/ppp1n1pp/1bbp4/4Pp1P/2BPnB2/P1N2N2/1P2QPPR/4RK2 b - - 5 19;a8d8;False;-113;105
4r1k1/5pp1/8/p2P2p1/P1Pp1P2/8/1P3K1P/3B4 b - - 0 36;g5f4;True;179;242
3rqr1k/ppp1n1pp/1bbp4/4Pp1P/2BPnB2/P1N2NP1/1P2QP1R/4RK2 b - - 0 20;d6d5;False;-44;52
r3qrk1/BQ4np/3p1bp1/pN1Pppn1/2R1P3/6PP/2P2PNK/1R6 b - - 9 41;g5f7;False;102;408
4r1k1/5pp1/8/p2P4/P1Pp1pB1/8/1P3K1P/8 b - - 1 37;g7g6;False;311;116
r3qrk1/BQN2nnp/3p1bp1/p2Ppp2/2R1P3/6PP/2P2PNK/1R6 b - - 11 42;a8a7;True;-380;164
1r6/p1r5/P3b3/KP1pk3/2p1p1p1/2N1P1Pp/1R1R1P1P/8 w - - 31 65;b2c2;False;111;82
3rqrk1/pppbn1pp/1b6/3pPp1P/3PnB2/P1N2NP1/1PB1QPKR/4R3 b - - 5 23;d7e6;False;-32;120
3rqrk1/ppp1n1p1/1b2b2p/3pPp1P/3PnB2/P1N1QNP1/1PB2PKR/3R4 b - - 1 25;g8h7;False;-11;89
8/np1qr1pk/7p/1p3R1Q/1P1pP1P1/N1nP4/3B3P/6K1 b - - 0 33;d7e6;False;-39;87
5rk1/QRN1bqnp/3p2p1/3Pp1n1/4p3/2R3PP/2P2PNK/8 b - - 3 48;g5f3;False;-179;133
r1bq1rk1/pp1pnppp/2p5/4b3/4PP2/2N5/PPP1B1PP/R1BQ1RK1 b - - 0 10;e5c3;True;8;54
5rk1/QRN1bqnp/3p2p1/3Pp3/8/4NpPP/2P2P1K/8 b - - 1 50;f7f6;False;-279;241
r1bqr1k1/pp2nppp/2p5/3p1P2/4P3/B1P5/P1P1B1PP/R2Q1RK1 b - - 0 13;d8b6;False;74;66
8/1p2r1pk/2n1q2p/1p3RPQ/1P1pPB2/N1nP4/7P/6K1 b - - 2 35;e7d7;False;89;116
5R2/1p1r2pk/2n1q2p/1p4PQ/1P1pPB2/N1nP4/7P/6K1 b - - 4 36;d7d8;False;183;204
3n4/1p5k/4q1pP/1p2Q3/1P1pPB2/N1nP4/7P/6K1 b - - 1 39;e6g4;False;0;81
r1b1k2r/ppppnppp/2B2q2/2b5/3pP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 7;e7c6;True;1;112
8/1p5k/4n1pP/1N2Q3/1P1pP1q1/2nP2B1/7P/6K1 b - - 0 41;g4d1;False;80;172
r1bq1rk1/pppp1ppp/2n2n2/1B2p3/1b2P3/2NP1N2/PPP2PPP/R1BQ1RK1 b - - 0 6;c6e7;False;-11;62
8/1p5k/4n1pP/1N2Q3/1P1pP3/2nP2B1/3q3P/7K b - - 4 43;d2d1;False;13;73
r1bq1rk1/ppppnppp/5n2/1B2N3/1b2P3/2NP4/PPP2PPP/R1BQ1RK1 b - - 0 7;c7c6;False;-32;75
2r5/pp2nqpk/1b2b2p/3pPp1P/1r1PnBP1/4QP2/2B1N1KR/3RN3 b - - 0 33;b4b2;False;78;133
2r5/pp2nqpk/1b2b2p/3pPp1P/3PnBP1/5P2/1rB1N1KR/2QRN3 b - - 2 34;b2a2;False;74;74
2r5/pp2nqpk/1b2b2p/3pPp1P/3PnBP1/5P2/r1B1N1KR/1Q1RN3 b - - 4 35;a2c2;True;7;67
3r4/p7/2R5/1PKN1bk1/4p1p1/4P1Pp/5P1P/8 w - - 13 81;c5d4;False;357;123
